https://www.CryptoDataDownload.com
id,unix,date,symbol,open,high,low,close,vwap,Volume XRP,Volume USD,tradecount
442731,1603497600,2020-10-24 00:00:00,XRP/USD,0.25495,0.25751,0.25283,0.25632,0.25521,3008071.44704894,771028.8733075843,982
442730,1603411200,2020-10-23 00:00:00,XRP/USD,0.25737,0.25960,0.25050,0.25499,0.25523,7457840.03431287,1901674.6303494389,2277
442729,1603324800,2020-10-22 00:00:00,XRP/USD,0.26241,0.26391,0.25111,0.25746,0.25950,1783515.89027549,459184.0011103277,646
442728,1603238400,2020-10-21 00:00:00,XRP/USD,0.24351,0.25500,0.24311,0.25146,0.25126,17703890.98882301,4451820.428049435,4008
442727,1603152000,2020-10-20 00:00:00,XRP/USD,0.24569,0.25034,0.24159,0.24360,0.24513,6365016.62076120,1550518.0488174283,2222
442726,1603065600,2020-10-19 00:00:00,XRP/USD,0.24229,0.24968,0.24035,0.24574,0.24601,6124439.27972132,1505019.708598717,2178
442725,1602979200,2020-10-18 00:00:00,XRP/USD,0.24064,0.24342,0.24040,0.24216,0.24220,3173277.73137450,768440.9354296488,983
442724,1602892800,2020-10-17 00:00:00,XRP/USD,0.24024,0.24307,0.23899,0.24064,0.24152,4361532.57397164,1049559.1986005355,1085
442723,1602806400,2020-10-16 00:00:00,XRP/USD,0.24586,0.24797,0.23783,0.24024,0.24134,12134200.39919139,2915120.30390174,3155
442722,1602720000,2020-10-15 00:00:00,XRP/USD,0.24911,0.25032,0.24294,0.24604,0.24654,10664743.32564460,2623953.4478415973,2672
442721,1602633600,2020-10-14 00:00:00,XRP/USD,0.25662,0.25867,0.24632,0.24937,0.25157,12901814.97482766,3217325.6002727738,2959
442720,1602547200,2020-10-13 00:00:00,XRP/USD,0.25615,0.25998,0.25261,0.25678,0.25615,8820947.55109829,2265042.9121710192,2183
442719,1602460800,2020-10-12 00:00:00,XRP/USD,0.25546,0.25843,0.24900,0.25622,0.25562,11790733.51566675,3021021.7413841346,2939
442718,1602374400,2020-10-11 00:00:00,XRP/USD,0.25411,0.25837,0.25354,0.25549,0.25587,4875191.43344949,1245562.6593320102,1462
442717,1602288000,2020-10-10 00:00:00,XRP/USD,0.25313,0.26044,0.25309,0.25404,0.25639,10065121.34800874,2556943.4272481403,2734
442716,1602201600,2020-10-09 00:00:00,XRP/USD,0.25144,0.25653,0.24848,0.25314,0.25194,9838575.80239214,2490537.0786175462,2894
442715,1602115200,2020-10-08 00:00:00,XRP/USD,0.24893,0.25300,0.24225,0.25145,0.24852,7431425.02838667,1868631.8233878282,2492
442714,1602028800,2020-10-07 00:00:00,XRP/USD,0.24560,0.25127,0.24105,0.24882,0.24739,8926558.68083929,2221106.3309664326,2311
442713,1601942400,2020-10-06 00:00:00,XRP/USD,0.25097,0.25929,0.24050,0.24565,0.25089,19994626.85180967,4911680.086147046,4613
442712,1601856000,2020-10-05 00:00:00,XRP/USD,0.24789,0.25448,0.24657,0.25055,0.25015,14607487.77358831,3659906.061672551,3453
442711,1601769600,2020-10-04 00:00:00,XRP/USD,0.23277,0.25031,0.23180,0.24789,0.24240,14009168.20563334,3472732.7064944487,3133
442710,1601683200,2020-10-03 00:00:00,XRP/USD,0.23409,0.23495,0.23261,0.23276,0.23384,4211265.76517663,980214.2195025122,1105
442709,1601596800,2020-10-02 00:00:00,XRP/USD,0.23771,0.23919,0.22900,0.23404,0.23299,12110816.17291565,2834415.417109179,3404
442708,1601510400,2020-10-01 00:00:00,XRP/USD,0.24198,0.24449,0.23379,0.23803,0.23848,9335883.00864124,2222220.2325468743,2190
442707,1601424000,2020-09-30 00:00:00,XRP/USD,0.24253,0.24253,0.23786,0.24184,0.24060,5506977.31107214,1331807.3929096863,1401
442706,1601337600,2020-09-29 00:00:00,XRP/USD,0.24168,0.24168,0.24168,0.24168,0.00000,0.00000000,0.0,0
442705,1601251200,2020-09-28 00:00:00,XRP/USD,0.24168,0.24168,0.24168,0.24168,0.00000,0.00000000,0.0,0
442704,1601164800,2020-09-27 00:00:00,XRP/USD,0.24168,0.24168,0.24168,0.24168,0.00000,0.00000000,0.0,0
442703,1601078400,2020-09-26 00:00:00,XRP/USD,0.24168,0.24168,0.24168,0.24168,0.00000,0.00000000,0.0,0
442702,1600992000,2020-09-25 00:00:00,XRP/USD,0.23298,0.24470,0.22990,0.24168,0.23819,13096295.59686111,3165112.719849393,2724
442701,1600905600,2020-09-24 00:00:00,XRP/USD,0.22139,0.23500,0.21925,0.23297,0.22752,11447093.42954601,2666829.356281334,3086
442700,1600819200,2020-09-23 00:00:00,XRP/USD,0.23296,0.23506,0.22059,0.22126,0.22772,11417672.12528225,2526274.134439951,3051
442699,1600732800,2020-09-22 00:00:00,XRP/USD,0.23115,0.23442,0.22950,0.23313,0.23180,6700747.93242863,1562145.3654870866,2133
442698,1600646400,2020-09-21 00:00:00,XRP/USD,0.24651,0.24790,0.22930,0.23075,0.23743,14304721.04986352,3300814.3822560073,3958
442697,1600560000,2020-09-20 00:00:00,XRP/USD,0.25098,0.25127,0.24252,0.24650,0.24692,5051123.75211880,1245102.004897284,1821
442696,1600473600,2020-09-19 00:00:00,XRP/USD,0.25072,0.25485,0.24753,0.25115,0.25066,7177426.40670657,1802610.642044355,2177
442695,1600387200,2020-09-18 00:00:00,XRP/USD,0.25205,0.25502,0.24662,0.25081,0.25133,10797865.34689996,2708212.6076559788,2446
442694,1600300800,2020-09-17 00:00:00,XRP/USD,0.24710,0.25849,0.24613,0.25222,0.25281,12579000.13080639,3172675.4129919875,3240
442693,1600214400,2020-09-16 00:00:00,XRP/USD,0.24284,0.25100,0.23441,0.24688,0.24339,12793532.94293052,3158467.4129506866,2943
442692,1600128000,2020-09-15 00:00:00,XRP/USD,0.24569,0.24900,0.24241,0.24344,0.24604,8710952.96543114,2120594.389904557,2256
442691,1600041600,2020-09-14 00:00:00,XRP/USD,0.24207,0.24837,0.23903,0.24565,0.24501,7902946.10289270,1941358.7101755918,2171
442690,1599955200,2020-09-13 00:00:00,XRP/USD,0.24799,0.25336,0.23778,0.24207,0.24469,7203557.74317221,1743765.222889697,2431
442689,1599868800,2020-09-12 00:00:00,XRP/USD,0.24290,0.24875,0.24033,0.24751,0.24405,4251707.54787208,1052340.1351738183,1444
442688,1599782400,2020-09-11 00:00:00,XRP/USD,0.24321,0.24452,0.23701,0.24276,0.24107,7101947.67257693,1724068.8169947756,2098
442687,1599696000,2020-09-10 00:00:00,XRP/USD,0.23903,0.24858,0.23903,0.24337,0.24489,8782561.59744140,2137412.015969313,2827
442686,1599609600,2020-09-09 00:00:00,XRP/USD,0.23656,0.24302,0.23319,0.23918,0.23929,8692816.66303595,2079147.8894649385,2660
442685,1599523200,2020-09-08 00:00:00,XRP/USD,0.24258,0.24334,0.23100,0.23671,0.23567,12000611.71361441,2840664.798729667,3188
442684,1599436800,2020-09-07 00:00:00,XRP/USD,0.23963,0.24294,0.23000,0.24207,0.23655,9186489.88218501,2223773.6057805256,2888
442683,1599350400,2020-09-06 00:00:00,XRP/USD,0.23716,0.24328,0.22967,0.23988,0.23822,11521140.70818067,2763691.233078379,2879
442682,1599264000,2020-09-05 00:00:00,XRP/USD,0.25405,0.25999,0.23122,0.23724,0.24227,23771968.61088247,5639661.833245757,6045
442681,1599177600,2020-09-04 00:00:00,XRP/USD,0.24471,0.26590,0.24033,0.25406,0.25130,23134299.22602627,5877500.061364234,6918
442680,1599091200,2020-09-03 00:00:00,XRP/USD,0.27587,0.27652,0.23708,0.24456,0.25926,38028398.00369287,9300225.01578313,9232
442679,1599004800,2020-09-02 00:00:00,XRP/USD,0.29529,0.30432,0.26434,0.27600,0.28188,28097338.31822518,7754865.37583015,8432
442678,1598918400,2020-09-01 00:00:00,XRP/USD,0.28140,0.29946,0.27464,0.29539,0.29129,17764398.54255735,5247425.685486016,5638
442677,1598832000,2020-08-31 00:00:00,XRP/USD,0.28300,0.28465,0.27804,0.28132,0.28150,11727817.76625445,3299269.694002702,2947
442676,1598745600,2020-08-30 00:00:00,XRP/USD,0.27400,0.28380,0.27400,0.28300,0.28001,11148031.44438412,3154892.8987607057,3118
442675,1598659200,2020-08-29 00:00:00,XRP/USD,0.27181,0.27719,0.26865,0.27399,0.27372,8181959.56955270,2241775.1024617446,2595
442674,1598572800,2020-08-28 00:00:00,XRP/USD,0.26493,0.27318,0.26004,0.27178,0.26845,14140821.43554158,3843192.4497514907,3619
442673,1598486400,2020-08-27 00:00:00,XRP/USD,0.27658,0.27836,0.25355,0.26450,0.26475,26208231.73420040,6932077.293696006,6274
